iso3,country,hdicode,region,hdi_rank_2021,hdi_1990,hdi_2021,le_1990,le_2021,eys_1990,eys_2021,mys_1990,mys_2021,gnipc_1990,gnipc_2021,gdi_group_2021,gdi_1990,gdi_2021,hdi_f_1990,hdi_f_2021,le_f_1990,le_f_2021,eys_f_1990,eys_f_2021,mys_f_1990,mys_f_2021,gni_pc_f_1990,gni_pc_f_2021,hdi_m_1990,hdi_m_2021,le_m_1990,le_m_2021,eys_m_1990,eys_m_2021,mys_m_1990,mys_m_2021,gni_pc_m_1990,gni_pc_m_2021,ihdi_2010,ihdi_2021,coef_ineq_2010,coef_ineq_2021,loss_2010,loss_2021,ineq_le_2010,ineq_le_2021,ineq_edu_2010,ineq_edu_2021,ineq_inc_2010,ineq_inc_2021,gii_rank_2021,gii_1990,gii_2021,mmr_1990,mmr_2021,abr_1990,abr_2021,se_f_1990,se_f_2021,se_m_1990,se_m_2021,pr_f_1990,pr_f_2021,pr_m_1990,pr_m_2021,lfpr_f_1990,lfpr_f_2021,lfpr_m_1990,lfpr_m_2021,rankdiff_hdi_phdi_2021,phdi_1990,phdi_2021,diff_hdi_phdi_1990,diff_hdi_phdi_2021,co2_prod_1990,co2_prod_2021,mf_1990,mf_2021,pop
MLI,Mali,Low,SSA,186,0.237,0.428,46.6204,58.9414,2.076570034,7.423037617,0.72,2.31,1409.193137,2132.629443,5,0.712,0.887,0.195615386,0.399133986,47.098,60.331,1.505970001,6.795167146,0.4,2.384,1073.642227,1482.689243,0.274823463,0.449875276,46.1402,57.6179,2.633209944,7.947588782,1.08,2.198,1741.478267,2769.847654,,0.291,,31.07790617,,32.00934579,41.29293442,32.81034851,,43.85965,,16.56372,155,0.674,0.613,924,562,165.353,150.062,3.255635571,7.999770164,5.75018167,15.48596954,12.24489796,27.27272727,87.75510204,72.72727273,60.855,57.678,80.496,79.673,0,0.234,0.418,1.265822785,2.336448598,0.049969745,0.167400521,2.66,4.57,22594
MLT,Malta,Very High,,23,0.73,0.918,75.9846,83.7769,12.67961025,16.83856964,6.4654826,12.21026039,19325.52075,38884.45623,1,0.882,0.98,0.674672837,0.906805757,78.3799,86.1085,12.31315994,17.38516045,5.730422674,12.00041962,8447.424145,30282.10148,0.764680069,0.925314241,73.4987,81.4414,13.02890968,16.32799911,7.168114584,12.40596962,30440.13174,46821.01324,0.792,0.849,7.926205352,7.425981436,8.013937282,7.516339869,4.648426056,3.227544308,5.5195,5.19238,13.61069,13.85802,42,0.318,0.167,11,6,9.903,11.484,25.12883032,82.18309021,36.77112976,88.08731842,5.797101449,13.43283582,94.20289855,86.56716418,26.311,53.084,73.699,71.413,-22,0.505,0.72,30.82191781,21.56862745,6.653039239,3.612105729,55.72,40.67,520
MMR,Myanmar,Medium,EAP,149,0.333,0.585,56.6607,65.6716,6.001580238,10.90913752,2.726182996,6.37680006,535.9079226,3850.524234,3,0.884,0.944,0.311087117,0.565270826,59.1757,69.0009,5.833432681,11.11379202,2.398670866,6.094560146,430.4276312,2618.856773,0.351771633,0.598757287,54.286,62.5463,6.169727796,10.70448302,3.081471188,6.730899811,640.8872516,5092.894981,0.417,,17.6772408,,18.23529412,,27.74668884,21.22284508,19.44,26.85272,5.845033545,,125,,0.498,434,250,49.257,33.043,16.50143163,38.50756836,19.81876277,47.8025589,,14.97659906,,85.02340094,64.55,40.987,78.654,69.962,11,0.329,0.577,1.201201201,1.367521368,0.102471988,0.667627891,2.38,2.06,55295
MNE,Montenegro,Very High,ECA,49,,0.832,75.5211,76.3426,,15.08160973,,12.17648306,,20838.80129,1,,0.981,,0.823404193,80.8216,79.8119,,15.60083008,,11.795824,,15934.76249,,0.839623822,70.5617,72.9973,,14.60348034,,12.59037047,,26000.74277,,0.756,,9.010792996,,9.134615385,5.308189392,2.293318987,,7.81501,12.555,16.92405,32,,0.119,11,6,27.157,10.361,66.2267493,92.31310231,84.05991539,99.24184464,,24.69135802,,75.30864198,42.945,47.817,56.808,62.006,,,,,,3.114298815,3.677798193,,,621
MNG,Mongolia,High,EAP,96,0.579,0.739,58.7649,70.9754,10.1633997,14.98034954,8.489093305,9.423700333,4504.317395,10588.22532,2,,1.031,,0.748987477,61.5088,75.6958,,15.57209015,8.14626509,9.949589729,3628.544285,8540.719845,,0.726425808,56.1561,66.5368,,14.39468002,8.789596846,8.847709656,5388.127118,12666.36521,0.592,0.644,15.43561242,12.72536745,15.54921541,12.85520974,15.18794727,9.34619236,11.44802,11.88363,19.67087,16.94628,76,0.491,0.313,197,45,36.552,26.708,67.63003504,79.25840759,75.87701905,73.04766846,7.894736842,17.10526316,92.10526316,82.89473684,56.043,51.495,64.436,66.572,-35,0.521,0.557,10.01727116,24.62787551,4.52808765,26.97802818,14.62,10.62,3472
MOZ,Mozambique,Low,SSA,185,0.238,0.446,44.469,59.3247,3.708847485,10.2191516,1.598693513,3.197641838,454.4532422,1198.073924,4,0.794,0.922,0.20913468,0.428013032,46.2639,62.4325,3.124629903,9.787595092,0.814972304,2.431994619,427.7563945,1095.666257,0.263471773,0.464036211,42.6476,56.2044,4.30696567,10.65669147,2.375840819,4.095451061,482.5729704,1304.403085,0.262,0.3,34.90141238,32.40842271,34.82587065,32.73542601,36.76588058,28.29929733,30.92034656,40.5314308,37.01801,28.39454,136,0.626,0.537,1410,289,159.34,165.778,6.607871885,10.80922139,10.59713744,20.23368486,25.2,42.4,74.8,57.6,86.45,77.657,81.733,78.931,1,0.235,0.441,1.260504202,1.121076233,0.076131344,0.210232236,2.81,2.19,31616
MRT,Mauritania,Medium,SSA,158,0.397,0.556,59.7696,64.3636,3.717259884,9.376159668,2.267245743,4.918804891,4386.778052,5075.305711,5,0.767,0.89,0.339378092,0.517783712,61.2142,66.0979,2.862339973,9.570549965,1.893023766,4.634968748,2104.23654,2603.57743,0.442736039,0.581885717,58.3031,62.6661,4.551209927,9.187669754,2.743707131,5.326898062,6671.997338,7649.589434,0.342,0.389,32.54131559,29.02167279,32.94117647,30.03597122,31.78378677,25.73825836,42.06,43.98689,23.78016,17.33987,161,0.808,0.632,812,766,114.4,78.013,2.133783121,14.46704956,7.265690488,21.91646074,0.740740741,20.26143791,99.25925926,79.73856209,29.4,27.396,73.441,62.19,3,0.382,0.533,3.778337531,4.136690647,0.419648378,0.726332991,7.42,7.75,4271
MUS,Mauritius,Very High,SSA,63,0.626,0.802,69.3874,73.5552,10.4981699,15.17352977,5.856750011,10.42791048,8100.735456,22025.34631,2,0.901,0.973,0.587872997,0.789107668,73.3898,76.8265,10.49001026,15.90719008,4.920030117,10.04156148,4348.224171,15015.82114,0.652732027,0.811010462,65.8171,70.44,10.50605011,14.46316987,6.822740078,10.85802176,11788.98657,29221.04434,,0.666,,16.9101772,,16.95760599,9.170820236,10.63656712,,21.91298205,,18.18098242,82,0.515,0.347,88,61,44.352,24.564,26,64.41497911,40.21945953,70.77324941,7.575757576,20,92.42424242,80,38.387,43.404,80.88,70.448,,,,,,1.384548069,3.129029823,,,1266
MWI,Malawi,Low,SSA,169,0.303,0.512,43.3227,62.9044,5.529300213,12.67898523,2.277381717,4.489695385,931.5504211,1465.635064,2,0.828,0.968,0.273512525,0.502014032,45.469,66.4685,4.904389858,12.8264208,1.522352755,4.104782854,776.8671604,1231.629024,0.330239952,0.518874061,41.2512,59.4935,6.149409771,12.5388703,3.055511431,4.667895015,1094.650335,1712.904592,0.325,0.377,28.59993546,26.32042065,28.72807018,26.3671875,32.48504639,19.67700195,30.20141,28.00731,23.11335,31.27695,142,0.718,0.554,970,349,156.917,117.865,3.141381896,21.30387863,10.34071767,28.44226027,5.649717514,22.91666667,94.35028249,77.08333333,75.714,71.559,78.636,79.953,3,0.3,0.508,0.99009901,0.78125,0.078710192,0.072922295,2.04,1.71,21508
MYS,Malaysia,Very High,EAP,62,0.64,0.803,71.3071,74.8839,9.827679634,13.34304047,6.145886365,10.64505959,9926.576698,26657.94355,1,,0.982,,0.794154156,73.5251,77.3623,,13.84428024,5.324051296,10.56863976,5953.508312,20671.56073,,0.809075378,69.2495,72.659,,12.87180996,6.996076812,10.71778011,13796.18736,32379.57974,,,,,,,6.158695221,6.002527237,15.55704832,12.06360206,,,57,0.372,0.228,48,29,19.418,9.271,32.86031951,75.03938293,44.83780005,78.43251801,10.34482759,14.85507246,89.65517241,85.14492754,45.443,51.188,79.065,77.551,-10,0.597,0.681,6.71875,15.19302615,3.009979465,8.422647483,9.63,19.59,32758
NAM,Namibia,Medium,SSA,139,0.579,0.615,62.4964,59.269,10.42286942,11.92720692,5.704538658,7.192013277,6049.255002,8633.504452,1,0.975,1.004,0.571750085,0.615799013,65.4499,62.9849,10.87818509,11.89989359,5.604398865,7.454418013,4603.748418,7270.704656,0.586197554,0.613057327,59.3931,55.7206,10.23332031,11.94272709,5.810033242,6.912215715,7588.10875,10094.30815,0.327,0.402,39.94855332,32.83945475,44.1025641,34.63414634,23.74365997,19.91711426,27.765,25.01567,68.337,53.58558,111,0.554,0.445,317,195,95.316,64.944,31.40217103,41.50391738,37.4198569,44.13780034,17.34693878,35.61643836,82.65306122,64.38356164,47.776,54.532,62.742,62.181,2,,0.574,,6.666666667,,1.525913011,11.92,11.92,2550
NER,Niger,Low,SSA,189,0.216,0.4,41.8517,61.5763,2.059570074,6.957111988,0.728083218,2.116717299,1132.369387,1239.866936,5,0.664,0.835,0.170809382,0.364314532,42.0388,62.7943,1.420439959,6.260139106,0.318619702,1.708291787,895.0019156,936.4848434,0.257067347,0.436370503,41.5642,60.4065,2.71374011,7.638220809,1.220267099,2.789487771,1370.031587,1534.591089,,0.292,,26.71059986,,27,38.79561234,28.73307037,,34.96483,21.1,16.43389921,153,0.796,0.611,879,509,209.991,170.462,1.267976231,9.163241563,5.406693422,15.23277103,1.204819277,25.90361446,98.79518072,74.09638554,69.503,61.73,90.009,84.267,1,0.211,0.392,2.314814815,2,0.074973298,0.069832068,4.57,4.19,24113
NGA,Nigeria,Low,SSA,163,,0.535,46.0374,52.676,5.6963701,10.12758388,,7.181074153,3067.387527,4790.284425,5,,0.863,,0.495057927,47.5539,53.0701,5.143177832,9.578901345,,6.144916176,2438.843487,3758.755164,,0.573601517,44.5967,52.2846,6.230818923,10.79903901,,8.249763834,3690.292511,5800.263163,0.283,0.341,41.25284136,36.02441703,41.28630705,36.26168224,44.02338409,39.60649109,45.243,40.41507,34.49214,28.05169,168,,0.68,1230,917,140.866,101.675,,40.35792136,,55.28503224,,4.47761194,,95.52238806,56.391,47.93,64.981,59.591,3,,0.524,,2.056074766,0.408111544,0.608631271,1.41,3.6,218541
NIC,Nicaragua,Medium,LAC,126,0.49,0.667,63.0963,73.8368,7.488699913,12.64135783,4.09,7.144,3020.293253,5624.793595,2,,0.956,,0.647750656,66.4503,76.8026,,12.65479952,3.29,7.42,1596.883785,3646.341023,,0.677703928,59.7658,70.8357,,12.62791614,4.95,6.84,4479.502441,7661.434052,,0.516,,22.12122876,,22.63868066,14.36959267,9.870848656,,25.79903661,28.280595,30.693801,102,0.635,0.424,244,98,148.341,85.648,16.37,51.22,27.34,49.74,10.75268817,50.54945055,89.24731183,49.45054945,39.2,46.803,85.142,81.299,19,0.478,0.647,2.448979592,2.99850075,0.489740583,0.76589307,4.56,5.4,6596
NLD,Netherlands,Very High,,10,0.847,0.941,77.0067,81.6873,14.67444992,18.69316522,11.09854878,12.58162975,36296.26729,55979.411,2,0.942,0.968,0.817776428,0.924997733,80.0899,83.3568,14.37753963,19.00924791,10.50122441,12.3527298,23338.3048,46301.34118,0.86832066,0.956065754,73.822,79.9974,14.96111965,18.38851776,11.71277218,12.81820965,49560.81165,65778.44697,0.855,0.878,6.646082527,6.697945352,6.761177754,6.695005313,3.701517582,3.334346056,3.92241,4.86674,12.31432,11.89275,5,0.118,0.025,10,5,8.729,2.804,78.29377258,89.80818939,86.62963954,92.67472839,28.44444444,39.11111111,71.55555556,60.88888889,43.895,62.444,70.838,71.315,-18,0.677,0.745,20.07083825,20.82890542,10.81203182,8.059593325,26.15,32.26,17774
NOR,Norway,Very High,,2,0.838,0.961,76.5865,83.2339,13.94550037,18.18519974,11.17730999,13.00362968,36062.79428,64660.10622,1,0.979,0.983,0.8279407,0.949899881,79.7978,84.8787,14.26299,18.88678932,10.94136047,13.13508034,27083.39061,54699.44556,0.845354757,0.966060981,73.4459,81.5622,13.64352036,17.52532959,11.42720985,12.87032032,45244.05684,74444.99092,0.882,0.908,6.120443056,5.435151511,6.269925611,5.51508845,3.314519167,2.541614532,2.24132,2.3324,12.80549,11.43144,2,0.132,0.016,7,2,17.595,2.336,67.1522896,99.09422302,74.77483842,99.28356171,36.36363636,44.9704142,63.63636364,55.0295858,55.099,60.294,70.218,71.95,-34,0.672,0.734,19.80906921,23.62122789,8.263631944,7.615046075,29.64,38.82,5475
NPL,Nepal,Medium,SA,143,0.399,0.602,54.8333,68.4495,7.460750103,12.88694954,2.346687263,5.121792742,1575.826344,3877.315444,3,0.706,0.942,0.325319989,0.584364172,54.8591,70.3617,5.180980206,12.9240799,0.992401523,4.160869361,1328.601689,3677.183143,0.460699085,0.620507697,54.7508,66.5739,9.647830009,12.84980011,3.649937246,6.220635063,1815.097787,4095.455108,,0.449,,24.31912877,,25.41528239,22.22933197,15.5418663,42.5,41.0992,,16.31632,113,0.726,0.452,976,186,129.901,63.837,8.30732082,28.82630932,30.19868792,44.72901025,4.528301887,33.63363363,95.47169811,66.36636637,81.258,78.691,90.701,80.772,7,0.396,0.584,0.751879699,2.990033223,0.038160368,0.582002668,1.59,5.58,29192
NRU,Nauru,,EAP,,,,61.3557,63.617,,11.69042029,,,,17729.74084,,,,,,65.6792,67.303,,13.12809058,,,,,,,59.0714,60.2615,,10.44668517,,,,,,,,,,,19.73770332,13.45940208,,,,,,,,,,56.403,72.479,,,,,,10.52631579,,89.47368421,,,,,,,,,,13.1067859,5.241223208,,,12
NZL,New Zealand,Very High,,13,0.806,0.937,75.4242,82.4513,14.48279953,20.28388977,10.1395211,12.94468975,24214.03722,44057.31394,1,0.957,0.975,0.786248143,0.924682807,78.3528,84.3213,14.51299953,20.80978012,9.680155744,12.93587971,17403.41641,36864.4872,0.821545511,0.948211623,72.4873,80.5756,14.45123005,19.73480988,10.61976119,12.95394039,31234.64516,51377.47558,,0.865,,7.486808254,,7.684098186,4.787756443,4.170894623,1.568288077,1.840131778,,16.44939836,25,0.241,0.088,17,9,35.883,12.63,59.73013201,82.03005219,65.56947323,81.80406952,29.16666667,49.16666667,70.83333333,50.83333333,53.941,65.075,74.303,75.33,-6,0.667,0.756,17.24565757,19.31696905,7.547969909,6.941846236,25.31,30.7,5135
OMN,Oman,Very High,AS,54,,0.816,69.782,72.5406,7.896699905,14.57349014,,11.65404034,30354.70847,27054.32505,4,,0.9,,0.751838584,72.3256,74.7155,7.159840107,15.04283047,,12.05675983,8818.293875,7169.212169,,0.83546697,67.819,70.9841,8.6188097,14.49594021,,11.44030952,46673.49781,39717.23072,,0.708,,13.04890453,,13.23529412,7.574533939,7.109055996,30.54286069,11.94880067,,20.08885691,72,,0.3,26,19,110.373,9.944,,96.64070129,,99.91072845,,9.88372093,,90.11627907,21.781,28.721,77.698,85.042,1,,0.71,,12.99019608,6.192827238,12.17292984,14.9,8.91,4527
PAK,Pakistan,Low,SA,161,0.4,0.544,60.0656,66.0979,4.626049995,8.658349991,2.291861259,4.536330223,2841.108123,4623.70543,5,0.537,0.81,0.257094864,0.471396425,61.4088,68.6228,3.006779909,8.102529526,1.021079479,3.896490097,494.6427468,1569.380313,0.4789397,0.581877317,58.9844,63.7866,6.154510021,9.173430443,3.60118144,5.035349846,5019.977664,7619.734622,0.347,0.38,29.84804872,29.21919322,31.28712871,30.14705882,33.22714615,26.89546967,45.182,43.52795,11.135,17.23416,135,0.811,0.534,418,140,100.516,42.269,3.876219768,22.06782913,19.21013524,28.67371941,2.631578947,19.90950226,97.36842105,80.09049774,11.226,20.727,84.259,78.079,5,0.393,0.531,1.75,2.389705882,0.630085555,1.062756182,2.66,3.45,235825
PAN,Panama,Very High,LAC,61,0.669,0.805,71.0972,76.2233,10.6522398,13.05787868,7.407239914,10.54059029,10345.7302,26956.83707,1,,1.017,,0.811685938,74.5695,79.594,,13.64869808,7.478219986,10.79374981,5523.8894,23379.65029,,0.798281932,67.9833,73.0499,,12.48239661,7.337379932,10.26064968,15092.7784,30531.10001,0.597,0.64,21.68056285,19.60325211,22.76843467,20.49689441,13.07001686,10.8678236,13.0942797,11.37222672,38.877392,36.569706,96,0.54,0.392,111,52,95.774,69.912,45.09846878,70.17552185,42.94158173,68.69452667,9.722222222,22.53521127,90.27777778,77.46478873,37.248,50.39,76.759,72.572,24,0.641,0.74,4.185351271,8.074534161,1.065178654,2.498280904,7.24,13.48,4279
PER,Peru,High,LAC,84,0.621,0.762,65.1059,72.3769,11.72138977,15.38773354,7.781378166,9.885518863,4943.405647,12245.89366,2,,0.95,,0.742054002,67.9722,74.7462,,15.225974,6.835735782,9.325330482,3076.015032,9812.535596,,0.781076189,62.4284,70.1206,,15.54962308,8.780647775,10.45869538,6819.626109,14726.65802,0.575,0.635,20.25741242,16.42213438,20.68965517,16.66666667,12.03151226,8.638419151,17.49038,14.32733,31.250345,26.300654,90,0.576,0.38,251,88,82.298,56.756,38.65802822,59.31188046,51.23801076,69.93792068,10.83333333,40,89.16666667,60,43.658,66.069,75.148,81.875,31,0.603,0.721,2.898550725,5.380577428,0.969615339,1.355886751,4.73,9.43,33397
PHL,Philippines,Medium,EAP,116,0.598,0.699,65.9093,69.2664,10.78757,13.12656975,7.178850174,8.969099998,4139.583826,8920.428468,1,0.931,0.99,0.571451242,0.6947065,67.759,71.4822,10.98746055,13.48997021,7.0770998,9.232720375,2654.546383,7486.718235,0.613693532,0.701549702,64.146,67.1717,10.3299225,12.78559017,7.281610012,8.702549934,5600.686183,10310.62961,0.536,0.574,20.09701007,17.52378166,20.47477745,17.88268956,16.8108902,14.38008499,13.5,10.0958,29.98014,28.09546,101,0.52,0.419,202,121,55.165,48.202,44.42211151,73.35157013,47.86468124,69.08991241,11.61825726,28.04878049,88.38174274,71.95121951,47.226,43.836,75.619,68.302,20,0.585,0.664,2.173913043,5.007153076,0.668057082,1.241254444,3.71,8.77,112813
PLW,Palau,High,EAP,80,,0.767,61.5816,66.0204,,15.78432,10.29785585,12.49143,13380.2102,13818.67869,,,,,,69.1171,70.5753,,15.98627,,,,,,,56.6247,62.4323,,15.53672,,,,,,,,,,,15.65144062,12.47459698,,2.180765728,23.035,,,,,,,53.753,42.52,,96.88913727,,97.33132172,3.333333333,6.896551724,96.66666667,93.10344828,,,,,,,,,,,12.12335581,,,17
PNG,Papua New Guinea,Medium,EAP,156,0.37,0.558,59.7212,65.3506,3.784030274,10.36077074,2.32,4.74,2037.130804,4008.623573,3,0.855,0.931,0.340743481,0.537933947,62.3857,68.4151,3.411585099,9.825603009,1.57,4.08,1820.234807,3542.526014,0.398456478,0.577731745,57.801,62.9479,4.137692856,10.86853449,3.08,5.378,2228.966904,4445.1171,,0.397,,28.47612536,,28.85304659,25.77737045,20.87701607,,35.65204,,28.89932,169,0.671,0.725,341,145,83.455,55.25,7.24,10.78,15.23,15.52,1.834862385,0,98.16513761,100,72.412,46.254,73.793,48.14,4,0.361,0.541,2.432432432,3.046594982,0.466740716,0.74349862,4.62,5.23,9123
POL,Poland,Very High,,34,0.716,0.876,70.678,76.4572,12.23526001,16.0271492,9.670923882,13.1647501,11133.69745,33033.96081,1,0.972,1.008,0.704607998,0.878323947,75.2786,80.3888,12.48828983,16.7696991,8.93422434,13.34002972,8341.67793,25260.74044,0.725037052,0.871513813,66.2528,72.6255,11.9924202,15.31564045,10.40762342,12.96819973,14071.76788,41335.50045,0.76,0.816,9.475651981,6.831017673,9.631391201,6.849315068,5.027555943,3.926383018,6.3426,4.45925,17.0568,12.10742,31,0.272,0.109,16,2,29.998,9.653,47.61717919,86.51820374,52.07640472,90.7297821,12.67857143,27.54919499,87.32142857,72.45080501,53.111,49.2,69.588,65.489,12,0.619,0.753,13.54748603,14.04109589,9.926393156,7.9159743,13.52,17.85,37979
PRK,Korea (Democratic People's Rep. of),,EAP,,,,70.21,73.2845,,10.78317,,,,,,,,,,73.8236,75.7426,,10.42153,,,,,,,65.3735,70.8305,,11.14481,,,,,,,,,,,16.30227852,10.96100235,,,,,,,,80,89,6.674,2.325,,,,,20.08733624,17.61280932,79.91266376,82.38719068,76.596,77.185,86.589,86.141,,,,,,6.031635258,1.13702274,1.52,0.75,25660
PRT,Portugal,Very High,,38,0.701,0.866,74.304,81.0443,11.76766968,16.87122917,5.271293763,9.575940132,22852.76332,33154.53343,1,0.98,0.994,0.69183995,0.862546452,77.8054,84.0791,12.43752348,16.9929409,4.923535611,9.607560158,15693.41919,28713.43697,0.706228249,0.867492871,70.7725,77.8468,11.09781587,16.74909019,5.668384733,9.538669586,30556.7332,38126.79503,,0.773,,10.56989309,,10.73903002,3.47147584,3.195029259,,13.05276,20.81879,15.46189,15,0.256,0.067,13,8,23.501,7.444,19.85588411,59.74694061,24.99755771,61.92316818,13.04347826,40,86.95652174,60,47.44,53.975,71.579,62.208,27,0.633,0.792,9.70042796,8.545034642,4.581327175,3.960866197,13.56,12.25,10345
PRY,Paraguay,High,LAC,105,0.595,0.717,67.9441,70.2617,8.583299637,12.98799113,5.684462242,8.861840248,8212.272417,12349.286,1,0.911,0.99,0.564695867,0.712812675,69.7489,73.3847,8.537507454,13.63530124,5.419168861,8.856229782,5066.614897,9410.455309,0.619960722,0.719878431,66.2069,67.4336,8.893612807,12.37616125,5.950946623,8.867710114,11287.37543,15264.77208,0.525,0.582,22.52775754,18.32046414,23.35766423,18.82845188,15.28498363,11.36716843,14.55382,13.15316,37.744469,30.441064,111,0.605,0.445,211,84,100.271,70.347,23.60070885,52.54085159,28.40393586,53.97874069,5.6,16.8,94.4,83.2,51.047,59.636,86.985,84.214,5,0.552,0.648,7.226890756,9.623430962,0.505657152,1.061291226,14.86,18.93,7353
PSE,"Palestine, State of",High,AS,106,,0.715,67.9337,73.4727,,13.35801029,,9.938480377,4206.261545,6582.899416,5,,0.891,,0.655009064,69.5255,75.9386,,14.26461983,,9.916460037,953.6472289,2250.067556,,0.734872627,66.2761,71.0939,,12.48151016,,9.960129738,7432.124735,10936.95694,,0.584,,17.62148711,,18.32167832,12.97900105,10.249897,15.85324071,10.97456434,,31.64,,,,111,27,109.959,43.469,22.52736191,67.92896271,39.96917402,67.63430786,,,,,11.998,16.667,69.714,66.286,,,,,,0.409736914,0.568234611,,,5227
QAT,Qatar,Very High,AS,42,0.758,0.855,73.9817,79.2716,11.84733963,12.63722038,6.414351989,9.99601145,59812.01574,87134.13469,1,0.959,1.019,0.729975165,0.865842414,75.34,80.9374,13.04794025,14.53326988,6.878678768,11.61881592,21128.07537,42100.84743,0.761404743,0.849982592,73.1863,78.3139,11.07067013,12.09377956,6.2317183,9.61258181,78432.57828,104066.1641,,,,,,,5.981606483,3.872181892,19.05350472,11.22725944,,,54,,0.22,17,9,52.569,7.069,44.90265823,79.76019329,40.18697288,69.62825676,,4.444444444,,95.55555556,45.234,57.215,96.035,95.456,-96,0.529,0.491,30.21108179,42.57309942,23.95911631,37.01945087,27.53,33.72,2799
ROU,Romania,Very High,,53,0.703,0.821,69.729,74.1847,11.92111015,14.22990036,8.498106819,11.27511978,13289.95661,30027.29131,1,0.947,0.994,0.682737457,0.818929278,73.0891,77.8898,11.79695988,14.7216301,7.742066107,10.98981953,10162.05251,24554.47673,0.721272845,0.823464389,66.4496,70.6364,12.03954983,13.77198982,9.331997264,11.58393002,16568.90673,35874.0976,0.709,0.733,11.78294582,10.40918618,12.14374226,10.71863581,8.072557449,4.896038532,5.03124,5.43438,22.24504,20.89714,67,0.515,0.282,128,19,52.222,36.376,61.82860098,88.81739807,75.50905196,93.70266724,5.555555556,18.49462366,94.44444444,81.50537634,61.982,42.795,76.182,62.34,15,0.626,0.738,10.95305832,10.10962241,7.274845077,3.715362722,12.24,16.04,19038
RUS,Russian Federation,Very High,,52,0.743,0.822,68.5354,69.419,12.82444,15.76636982,9.652386365,12.77428805,21447.82461,27166.30891,1,,1.016,,0.828474835,73.8126,74.7727,,15.97797966,9.401774749,12.75277374,16479.5736,21857.33246,,0.81516103,62.9717,64.2085,,15.56381035,9.973866988,12.80649889,27082.56527,33288.05988,0.712,0.751,10.35046223,8.408886355,10.55276382,8.637469586,7.986532688,5.545659065,3.903854,2.036,19.161,17.645,50,0.447,0.203,63,17,54.33,14.988,81.08215207,92.77286721,83.93961377,95.90374729,7.484076433,16.4516129,92.51592357,83.5483871,57.792,54.489,74.91,69.717,7,,0.721,,12.28710462,17.11849304,10.8071526,,9.49,145100
RWA,Rwanda,Low,SSA,165,,0.534,48.4312,66.0722,5.632040024,11.23097038,1.902254862,4.425292358,933.391139,2209.795202,2,,0.954,,0.521187466,50.4732,68.1639,5.465370178,11.22247028,1.14073664,4.031224613,778.2069034,1989.560286,,0.546603488,46.5168,63.798,5.801670074,11.24172974,2.918371101,4.88597295,1089.931233,2439.981166,0.347,0.402,28.95958349,24.64764153,29.03885481,24.71910112,27.22051048,19.39137459,29.41586,27.35907,30.24238,27.19248,93,0.611,0.388,1200,248,57.105,32.444,2.841769346,11.44769934,7.055672931,16.31111198,17.14285714,55.66037736,82.85714286,44.33962264,83.573,82.501,90.675,82.226,8,,0.529,,0.936329588,0.071871105,0.079731518,2.22,2,12956
SAU,Saudi Arabia,Very High,AS,35,0.678,0.875,68.9485,76.936,9.585306116,16.13549042,5.574122405,11.31052971,43005.69378,46111.55135,4,0.82,0.917,0.585592002,0.825883187,70.7118,78.7714,10.31954608,16.20259094,3.507945652,10.73622036,8485.264169,20677.9756,0.714361968,0.900720984,67.7238,75.5902,8.949943017,16.10305977,6.872998987,11.67045021,69103.61704,64708.42385,,,,,,,7.853309631,5.103935719,,18.11940114,,,59,,0.247,40,17,72.247,11.937,20.42694829,71.27487946,42.79432988,80.92530823,,19.86754967,,80.13245033,14.964,30.937,80.901,80.146,-57,0.55,0.638,18.87905605,27.08571429,12.84340035,17.96720336,20.64,30.03,35013
SDN,Sudan,Low,AS,172,0.336,0.508,49.7321,65.2667,4.194768272,7.945187858,1.5,3.82,2739.487825,3575.19084,5,0.751,0.87,0.280490922,0.465659505,54.143,67.8786,3.547670541,7.74519446,0.85,3.422,1064.586566,1832.770327,0.3736457,0.535025904,45.9482,62.7408,4.860411119,8.144053506,2.22,4.21,4360.294706,5319.731725,0.33,0.336,31.584327,33.47931716,32.09876543,33.85826772,30.870121,24.98774147,42.67139,42.45021,21.21147,33,141,0.746,0.553,905,295,92.397,79.908,3.87,16.42,10.65,20.12,5.25,31.04166667,94.75,68.95833333,23.589,28.653,75.57,67.819,-1,,0.48,,5.511811024,0.236698285,0.430091637,,11.25,44989
SEN,Senegal,Low,SSA,170,0.373,0.511,56.9484,67.0926,4.423130163,8.963749886,1.997784188,2.937938258,2415.240337,3344.311825,5,0.733,0.874,0.307463225,0.474670177,59.2562,69.2838,3.296778004,9.478469849,1.283872494,1.568656105,1258.227894,2258.033972,0.419411015,0.542992333,54.7498,64.7525,5.237258008,8.462510109,2.778384642,4.459484359,3585.683364,4467.589513,0.313,0.354,32.60632055,29.54915667,33.11965812,30.72407045,26.85796165,18.12817001,44.579,47.1353,26.382,23.384,131,0.678,0.53,576,315,117.78,66.454,4.089008122,11.14758684,9.862196215,30.92489003,11.66666667,43.03030303,88.33333333,56.96969697,32.197,33.51,70.384,56.729,3,0.365,0.499,2.144772118,2.348336595,0.417043844,0.624178545,4.12,4.09,17223
