iso3,country,hdicode,region,hdi_rank_2021,hdi_1990,hdi_2021,le_1990,le_2021,eys_1990,eys_2021,mys_1990,mys_2021,gnipc_1990,gnipc_2021,gdi_group_2021,gdi_1990,gdi_2021,hdi_f_1990,hdi_f_2021,le_f_1990,le_f_2021,eys_f_1990,eys_f_2021,mys_f_1990,mys_f_2021,gni_pc_f_1990,gni_pc_f_2021,hdi_m_1990,hdi_m_2021,le_m_1990,le_m_2021,eys_m_1990,eys_m_2021,mys_m_1990,mys_m_2021,gni_pc_m_1990,gni_pc_m_2021,ihdi_2010,ihdi_2021,coef_ineq_2010,coef_ineq_2021,loss_2010,loss_2021,ineq_le_2010,ineq_le_2021,ineq_edu_2010,ineq_edu_2021,ineq_inc_2010,ineq_inc_2021,gii_rank_2021,gii_1990,gii_2021,mmr_1990,mmr_2021,abr_1990,abr_2021,se_f_1990,se_f_2021,se_m_1990,se_m_2021,pr_f_1990,pr_f_2021,pr_m_1990,pr_m_2021,lfpr_f_1990,lfpr_f_2021,lfpr_m_1990,lfpr_m_2021,rankdiff_hdi_phdi_2021,phdi_1990,phdi_2021,diff_hdi_phdi_1990,diff_hdi_phdi_2021,co2_prod_1990,co2_prod_2021,mf_1990,mf_2021,pop
AFG,Afghanistan,Low,SA,180,0.273,0.478,45.9672,61.9824,2.504050016,10.26384398,0.97112539,2.98506999,2684.550019,1824.190915,5,0.595,0.681,0.196279945,0.36484023,48.3973,65.2791,1.970662649,7.736391273,0.342503031,2.311079979,668.0557602,532.9553682,0.329910184,0.535610873,43.7088,58.9147,3.939092538,12.67218933,1.311019876,3.401309967,4700.298515,3089.270418,0.312,,29.13924655,,30.35714286,,33.84173965,26.16536713,42.809,45.36517,10.767,,167,,0.678,1500,638,142.96,82.565,0.700484716,6.395730019,5.419458611,14.86571026,,27.21518987,,72.78481013,15.18,14.848,77.43,66.515,5,0.27,0.474,1.098901099,0.836820084,0.209727313,0.312376488,2.33,1.38,32890
AGO,Angola,Medium,SSA,148,,0.586,41.8933,61.6434,3.537480116,12.1721,,5.417390823,4845.706901,5465.617791,4,,0.903,,0.556745058,45.4532,64.3066,3.28022336,11.5409,,4.183875561,3944.379344,4751.373256,,0.616557703,38.6736,59.0291,3.794736871,12.9132,,6.894268513,5770.778138,6196.650485,,0.407,,30.41216757,,30.54607509,39.49775696,28.1877327,,34.17144,24.454,28.87733,136,0.725,0.537,1150,241,198.803,138.402,4.49571694,28.1639,23.28253778,51.54617,9.545454545,29.54545455,90.45454545,70.45454545,75.408,73.968,79.292,79.071,10,,0.577,,1.535836177,0.429585937,0.675409733,2.44,2.18,33086
ALB,Albania,High,ECA,67,0.647,0.796,73.1439,76.4626,11.60293007,14.44799995,7.354632085,11.28645502,4742.215529,14131.11039,1,0.922,1.007,0.616863759,0.799221622,76.4334,79.1726,11.30202007,15.31414032,6.692813596,11.68443326,3269.522238,11637.21567,0.668709103,0.793604613,70.05,74.0869,11.88436031,13.65186977,7.920670472,10.92069549,6163.322477,16629.90211,0.657,0.71,12.81314377,10.76768488,12.86472149,10.8040201,8.208471298,6.790634632,11.9,12.33344,18.33096,13.17898,39,,0.144,40,15,14.815,14.517,58.16488349,95.38750547,67.01064279,93.03841453,,35.71428571,,64.28571429,51.364,50.733,72.51,66.154,28,0.619,0.739,4.327666151,7.16080402,1.656901718,1.575753953,6.63,12.96,2830
AND,Andorra,Very High,,40,,0.858,78.4063,80.3684,10.79878,13.30023874,,10.55511952,43773.1465,51166.62661,,,,,,82.6756,84.3238,,,,10.48113913,,,,,75.2791,77.1723,,,,10.62797735,,,,,,,,,5.217056751,5.297909737,15.1603022,10.00815435,,,,,,,,10.656,5.887,,70.66585436,,72.42209721,7.142857143,46.42857143,92.85714286,53.57142857,,,,,,,,,,7.461153204,6.034944671,,,8.1
ARE,United Arab Emirates,Very High,AS,26,0.728,0.911,71.9004,78.7104,10.47455978,15.71769047,5.759906188,12.69402981,102433.136,62573.59181,2,0.961,0.953,0.697888438,0.87713227,74.9219,80.9371,10.96512985,16.53561974,5.89831638,12.52534008,26161.87837,28921.14482,0.726520359,0.920631429,70.2619,77.2164,10.16147041,15.20983028,5.704969792,12.80508041,140146.366,77317.68017,,,,,,,5.837978363,4.524926186,,12.63435527,,,11,0.659,0.049,13,3,48.493,3.085,43.90729615,81.99700165,42.27617368,85.59674072,0,50,100,50,29.083,46.542,91.714,88.003,-105,0.359,0.518,50.68681319,43.13940724,28.2776718,15.19333592,64.75,68.95,9282
ARG,Argentina,Very High,LAC,47,0.723,0.842,71.7837,75.3899,13.28104085,17.8748703,8.126089428,11.14726927,13597.68636,20925.26814,1,0.982,0.997,0.712794358,0.833324995,74.9633,78.6471,14.24258004,19.23380089,8.005130755,11.35364528,8857.443343,15580.71571,0.725844512,0.835521148,68.5519,72.1818,12.31950167,16.55146027,8.259140797,10.90602315,18488.61177,26376.42505,0.702,0.72,15.16343292,13.83730084,15.82733813,14.48931116,9.677746773,7.624845505,6.91431,5.78729,28.898242,28.099767,69,0.442,0.287,84,39,70.928,39.065,35.31240981,70.95140102,37.85017654,71.41679445,22.79635258,44.3768997,77.20364742,55.6231003,45.041,50.01,74.389,71.603,26,0.668,0.759,7.607192254,9.857482185,3.436043385,3.473291552,11.08,15.81,47327
ARM,Armenia,High,ECA,85,0.656,0.759,68.8209,72.0431,10.92731277,13.11676025,9.781759786,11.33030033,5210.201884,13157.9939,1,,1.001,,0.756949514,71.989,77.35,,13.81657982,9.617912344,11.32151985,3752.389929,8736.263849,,0.756110563,65.4466,66.5544,,12.52400017,9.992223725,11.34119034,6768.247484,18557.94799,0.673,0.688,9.638623667,9.136398122,9.785522788,9.354413702,10.976511,7.035874367,3.685,2.93495,14.25436,17.43837,53,0.47,0.216,52,26,73.201,18.511,84.59967424,96.00138092,88.61344023,97.05095673,6.315789474,33.64485981,93.68421053,66.35514019,44.833,42.663,62.743,63.004,33,,0.727,,4.216073781,2.533031897,1.987788379,,5.95,2964
ATG,Antigua and Barbuda,High,LAC,71,,0.788,73.4922,78.4968,,14.18462641,,9.293740746,13560.30944,16792.36595,,,,,,75.9699,80.9411,,15.20951739,,,,,,,70.8988,75.7753,,13.19281252,,,,,,,,,,,6.892321587,4.746305943,,,,,,,,54,42,82.867,33.11,,,,,11.11111111,31.42857143,88.88888889,68.57142857,,,,,,,,,,3.515864893,4.395122997,,,101
AUS,Australia,Very High,,5,0.865,0.951,77.0443,84.5265,17.5350793,21.05459023,11.22770758,12.72681999,29069.15488,49238.43335,2,0.961,0.968,0.845606964,0.93167223,80.1471,85.8396,17.45982351,21.81757927,10.9837358,12.81058979,20091.93542,37485.5883,0.879499213,0.962956483,73.9777,83.1718,17.60438984,20.30187988,11.49628253,12.63971043,38093.89028,61160.79011,0.846,0.876,8.173929686,7.640183183,8.342361863,7.886435331,4.075361729,2.73797965,2.74642733,3.056569899,17.7,17.126,19,0.185,0.073,8,6,21.673,8.096,90.13876038,94.58006287,90.63679579,94.43006897,20.53571429,37.88546256,79.46428571,62.11453744,52.218,61.057,75.544,70.547,-87,0.622,0.637,28.09248555,33.01787592,16.47140133,15.36837971,34.68,46.82,26015
AUT,Austria,Very High,,25,0.825,0.916,75.7396,81.5797,13.93255997,16.00795937,10.20033055,12.25669003,38902.26267,53618.67138,1,0.94,0.98,0.796139864,0.905682295,78.8693,84.084,13.45191956,16.39508057,9.635222003,11.97801018,25568.08741,43413.88736,0.847259115,0.923877356,72.2272,79.0433,14.39311981,15.64367962,10.84718627,12.55373955,53424.86018,64148.48737,0.843,0.851,6.421654234,6.904079795,6.541019956,7.096069869,4.079942703,3.256919384,2.48836,2.52241,12.69666,14.93291,12,0.202,0.053,8,5,22.827,5.521,61.96646032,100,84.63023839,100,24.69635628,39.3442623,75.30364372,60.6557377,43.006,55.514,69.381,66.283,9,0.691,0.766,16.24242424,16.37554585,8.045120443,6.732425105,22.23,24.62,9091
AZE,Azerbaijan,High,ECA,91,,0.745,62.3522,69.3658,11.0690403,13.49689007,,10.5429697,7664.923538,14256.74456,2,,0.974,,0.733874991,66.0529,73.2871,10.7812031,13.63412952,,10.2091198,6134.378491,10536.01593,,0.753249711,58.423,65.6458,11.1475602,13.37728024,,10.90130997,9307.51109,18075.8323,,0.685,,7.915732963,,8.053691275,19.14200783,11.32313728,3.727167133,3.56506161,,8.859,70,0.334,0.294,37,26,31.329,40.079,86.19372001,93.6227417,94.62576608,97.56490326,12,18.18181818,88,81.81818182,67.539,60.366,78.281,67.342,18,,0.688,,7.651006711,7.094034996,3.720272365,,10.56,10205
BDI,Burundi,Low,SSA,187,0.29,0.426,44.8599,61.6627,4.517509937,10.72272189,1.460590005,3.129266883,1124.247756,731.7867086,3,0.821,0.935,0.260908012,0.412236237,46.7111,63.6092,3.960469961,10.91547198,0.822269976,2.491789031,994.4643586,667.5207678,0.317750009,0.440934982,43.0108,59.7112,5.07945013,10.53523917,2.177700043,3.851800592,1258.372495,796.9564563,0.28,0.302,29.89293379,28.67465287,30.86419753,29.10798122,35.46485138,25.60641861,40.97,39.48821,13.24395,20.92933,127,,0.505,1290,548,74.13,53.621,1.774389982,7.799910319,4.638659954,13.04688639,,38.88888889,,61.11111111,90.555,78.991,90.065,77.379,2,0.286,0.422,1.379310345,0.938967136,0.038398906,0.050642582,3.27,1.71,12575
BEL,Belgium,Very High,,13,0.816,0.937,76.0554,81.8787,14.03106022,19.60421944,9.406848637,12.37567997,37310.42543,52293.39977,1,0.955,0.978,0.793443094,0.925048073,79.3316,84.2957,14.10260963,20.70512962,9.008161203,12.31939983,23636.60558,42532.93431,0.831077215,0.946127575,72.7007,79.4344,13.96352959,18.53882027,9.85442042,12.43480968,51612.67709,62295.08289,0.84,0.874,7.84551195,6.587387026,7.894736842,6.723585912,3.981315851,3.582081079,7.627,5.87561,11.92822,10.30447,10,0.18,0.048,8,5,11.956,5.33,58.00533796,87.21031952,65.90610671,89.70520782,15.83710407,42.85714286,84.16289593,57.14285714,36.504,49.842,60.964,58.812,-17,0.641,0.742,21.44607843,20.81109925,12.0229222,7.226205719,27.15,33.45,11762
BEN,Benin,Low,SSA,166,0.359,0.525,53.2918,59.821,5.29268,10.76667976,1.458545852,4.304786445,2133.210151,3408.965923,5,,0.88,,0.491304048,56.0132,61.4449,,9.893950462,0.768795793,3.315197468,1468.675067,2997.705686,,0.558101711,50.5915,58.2208,,11.62110043,2.34716362,5.44505428,2819.910342,3818.802984,,0.334,,36.1098793,,36.38095238,38.31261444,32.66172791,,43.69355,23.61438,31.97436,152,0.694,0.602,572,397,125.025,92.259,4.289318296,21.06531874,14.37386938,34.43517121,7.228915663,8.43373494,92.77108434,91.56626506,57.185,69.334,88.886,72.599,2,0.352,0.515,1.949860724,1.904761905,0.126672794,0.552890326,4.04,3.4,12506
BFA,Burkina Faso,Low,SSA,184,,0.449,49.4401,59.2696,2.471770048,9.142100334,,2.114962259,1015.912861,2117.915916,4,,0.903,,0.425128833,50.4359,60.9896,1.862085742,9.109199524,,1.583301027,857.5307822,1659.234852,,0.470559026,48.3831,57.4745,3.151331538,9.17743969,,2.704233799,1179.571333,2579.899962,0.265,0.315,28.2601571,29.27530611,28.76344086,29.844098,39.62478256,31.36138916,20.96640874,39.15279412,24.18928,17.31173505,157,,0.621,702,320,144.36,110.509,,11.28843615,,17.11972185,10.80139373,6.299212598,89.19860627,93.7007874,79.45,57.237,88.908,72.725,1,,0.442,,1.559020045,0.066119368,0.189903275,3.32,2.96,21510
BGD,Bangladesh,Medium,SA,129,0.397,0.661,55.9886,72.3811,5.832300186,12.44198036,3.294752292,7.379059792,1554.41105,5472.104781,5,0.648,0.898,0.298656197,0.61737477,54.7574,74.2672,4.844610214,13.00008011,2.237444257,6.755380154,546.8516075,2811.243422,0.460543526,0.687568946,57.2109,70.5989,6.780819893,11.90853977,4.197241566,8.020810127,2513.962193,8176.050077,,0.503,,23.13718939,,23.903177,22.83040237,15.54324818,39.4,37.31177,,16.55655,131,0.73,0.53,595,173,175.741,75.496,11.94100996,50.61270905,25.98381027,58.54695892,9.090909091,20.85714286,90.90909091,79.14285714,26.637,34.869,88.919,78.782,25,0.394,0.649,0.755667506,1.815431165,0.136486702,0.563737615,1.45,2.88,165159
BGR,Bulgaria,High,,68,0.684,0.795,71.3571,71.798,12.01097965,13.89729023,6.81489869,11.41318035,11851.63683,23078.95595,1,0.976,0.995,0.67489177,0.792403351,74.8088,75.4824,12.05951023,14.17173004,6.606706051,11.50780964,9506.505307,18109.38936,0.691628773,0.796486006,68.0836,68.435,11.96407986,13.64058971,7.039305964,11.30865955,14314.36513,28356.81512,0.713,0.701,9.703197788,11.37176091,9.746835443,11.82389937,7.513013363,5.180382729,6.14738,5.93179,15.4492,23.00311,52,0.368,0.21,25,10,69.923,38.605,42.06985161,94.88394165,44.8662207,96.54078674,10.83333333,23.75,89.16666667,76.25,53.172,49.143,60.062,62.636,12,0.597,0.708,12.71929825,10.94339623,8.674892761,5.388845994,13.87,15.02,6520
BHR,Bahrain,Very High,AS,35,0.742,0.875,72.6677,78.7605,13.88512287,16.29755974,5.108272499,11.04658985,40832.91015,39497.24788,3,0.926,0.927,0.705340679,0.828959683,73.7015,80.0178,13.96150067,17.00485992,4.812859676,10.78437042,21683.64193,16786.17306,0.761888722,0.89407466,71.8396,77.7566,13.63181753,15.85118008,5.319875445,11.17325974,54398.93257,53359.49671,,,,,,,5.676873684,4.50674057,22.1544907,12.56789221,,,46,,0.181,21,14,23.845,8.676,33.69441133,79.90357208,31.6791456,83.08016205,,18.75,,81.25,29.645,42.361,88.868,83.531,-51,0.507,0.647,31.67115903,26.05714286,25.01517348,20.54572969,28.94,23.83,1502
BHS,Bahamas,Very High,LAC,55,,0.812,70.1331,71.5983,,12.89945,10.01280022,12.64192386,36393.867,30486.18429,,,,,,73.3835,75.0957,,,10.05288982,12.7414244,27828.94821,25896.98418,,,66.8448,68.1206,,,9.96601963,12.55653686,45251.65414,35495.42524,,,,,,,10.84082222,8.739097595,6.917101819,6.917101819,,,78,0.404,0.329,68,70,65.267,25.686,71.30000305,86.99974025,71.0894928,89.93165835,19.64285714,20,80.35714286,80,64.441,65.627,79.047,71.486,-43,,0.634,,21.92118227,7.893514634,5.944655227,43.37,37.8,393
BIH,Bosnia and Herzegovina,High,ECA,74,,0.78,72.3487,75.3003,,13.8,,10.53631973,,15241.91465,3,,0.94,,0.753943386,75.3996,77.5302,,14.07886364,,9.778189659,,10709.28492,,0.802005824,69.211,73.1078,,13.52113636,,11.35262966,,19917.00615,,0.677,,12.97720744,,13.20512821,5.068748474,3.98234725,21.47852902,14.78890508,,20.16037,38,,0.136,27,10,38.315,9.86,,82.73858643,,94.02471924,,24.56140351,,75.43859649,33.847,32.257,58.93,52.351,6,,0.691,,11.41025641,4.327217026,6.528247977,,14.44,3321
BLR,Belarus,Very High,ECA,60,,0.808,69.9347,72.438,12.98762035,15.16996956,,12.14358044,8894.805389,18848.96704,1,,1.011,,0.812031188,74.4719,77.6972,13.21929422,15.3424902,,12.15460014,6955.18601,15158.32303,,0.802832,65.1449,67.2978,12.75594649,15.00576019,,12.12977982,11103.18213,23165.02077,,0.765,,5.255721395,,5.321782178,5.309393883,3.349644184,,2.77203,12.02035035,9.64549,29,,0.104,33,2,42.06,11.85,,97.47853851,,99.02928162,,34.70588235,,65.29411765,52.03,57.311,65.035,71.387,32,,0.751,,7.054455446,10.22127183,6.07931383,,5.59,9256
BLZ,Belize,Medium,LAC,123,0.593,0.683,70.7437,70.4697,9.961448904,12.99168968,5.451236009,8.847599983,4743.719883,6309.099778,1,0.883,0.975,0.547361996,0.671552426,72.4867,74.3322,9.81080493,13.29214954,5.387003567,9.042070389,2270.618089,4248.54338,0.619814847,0.688837987,69.1394,67.1187,10.11066973,12.68122959,5.512786719,8.652890205,7156.599695,8344.773506,,0.535,,20.6622413,,21.66910688,11.81948185,9.247613907,,14.81278,,37.92633,86,0.548,0.364,77,36,128.786,57.127,18.30954995,54.48728943,19.56360787,49.83901978,10.81081081,19.56521739,89.18918919,80.43478261,32.531,46.897,77.83,76.752,9,0.51,0.637,13.99662732,6.734992679,1.660552807,1.465666402,27.33,12.21,430
BOL,Bolivia (Plurinational State of),Medium,LAC,118,0.55,0.692,56.4221,63.6304,11.58170251,14.94697094,5.993671061,9.827750206,4352.021297,8111.190194,2,0.865,0.964,0.508454935,0.679814318,57.8856,66.7999,10.90756972,14.92614555,5.013462195,9.216730118,2997.222394,6855.904661,0.587499547,0.704911026,54.9585,60.879,12.28202579,14.96779156,7.045048955,10.49209023,5706.099672,9358.680731,0.473,0.549,28.257118,20.47608422,28.54984894,20.66473988,22.942276,18.02205467,23.6719,16.54294,38.157178,26.863258,99,,0.418,473,155,96.346,63.792,36.73520206,60.10496902,52.97442079,69.68730927,,48.19277108,,51.80722892,56.838,68.283,81.631,83.765,11,0.527,0.647,4.181818182,6.502890173,0.834294511,1.773319863,7.57,11.32,12006
BRA,Brazil,High,LAC,87,0.61,0.754,65.9848,72.7504,12.10387,15.59906006,3.685384501,8.128813955,10253.78902,14369.88848,1,,0.994,,0.750013092,69.0414,76.0086,,16.03347969,3.795671753,8.333614199,5741.992929,10903.075,,0.754680006,63.0985,69.5597,,15.16670036,3.529216706,7.89424439,14816.98228,17959.96471,0.536,0.576,24.78530613,22.31580091,25.86445367,23.60742706,12.0366354,9.988456726,21.08318,15.65257,41.236103,41.306376,94,0.552,0.39,115,60,87.528,45.2,21.64385326,62.44875545,20.63834046,59.09576637,6.734006734,14.81481481,93.26599327,85.18518519,41.384,49.11,81.762,68.24,5,0.569,0.676,6.721311475,10.34482759,1.467471613,2.198836949,12.15,18.87,215511
BRB,Barbados,High,LAC,70,0.725,0.79,72.7516,77.5714,12.77293015,15.71338458,8.369409254,9.852700596,13594.20455,12306.341,2,0.96,1.034,0.70880745,0.799110548,75.15,79.3594,12.62590981,17.69855459,8.253810395,10.28248279,10463.16411,10235.21434,0.738711386,0.772530747,70.1649,75.6292,12.91230011,13.76279051,8.485008112,9.088873873,16973.64984,14554.61405,,0.657,,15.71572331,,16.83544304,9.731396675,8.014942169,,5.54685,33.58537775,33.58537775,64,0.407,0.268,76,27,54.331,42.297,64.71542622,95.38591214,68.05524119,86.00105471,18.36734694,29.41176471,81.63265306,70.58823529,60.043,56.055,75.478,63.727,,,,,,4.101005611,3.781470204,,,282
BRN,Brunei Darussalam,Very High,EAP,51,0.77,0.829,71.6563,74.6424,11.82485347,13.95178032,7.51,9.18,71470.70351,64489.53954,1,0.938,0.984,0.735838179,0.819470894,73.8326,76.8812,11.90714087,14.43284988,6.72,9.162,41176.6765,47578.75676,0.7840765,0.833025563,69.9746,72.6017,11.75122689,13.51095009,8.12,9.198,97776.6755,80260.78486,,,,,,,6.849525928,7.503439903,,,,,61,,0.259,33,31,37.813,9.978,50.96,70.44,57.85,71.2,,9.090909091,,90.90909091,46.133,54.069,82.333,72.339,-109,0.472,0.358,38.7012987,56.81544029,23.91958906,23.22054316,45.77,85.7,430
BTN,Bhutan,Medium,SA,127,,0.666,55.9679,71.815,4.638173857,13.22500478,,5.170262283,2698.831813,9437.541512,3,,0.937,,0.641322529,57.3238,73.7734,3.735641859,13.63224386,,4.450652072,1866.974443,6670.576078,,0.684476486,54.8479,70.1411,5.627522586,12.83391543,,5.761204893,3463.491286,11896.32998,0.401,0.471,30.19388452,27.70138498,30.98106713,29.27927928,20.67503357,14.92243862,44.81067,48.22657529,25.09595,19.95514103,98,,0.415,809,183,106.404,18.977,,23.56883049,,32.3101387,2,16.66666667,98,83.33333333,58.691,51.625,81.828,67.397,-13,,0.553,,16.96696697,0.241595768,2.495308499,11.13,32.43,763
BWA,Botswana,Medium,SSA,117,0.586,0.693,60.5327,61.1409,10.8159417,12.26513765,5.52,10.34,8240.459233,16198.31841,1,0.959,0.981,0.571456989,0.686186101,64.0375,63.5942,11.13381847,12.37531361,5.11,10.274,5631.143587,13839.15683,0.59609522,0.699553277,57.0574,58.6909,10.51029076,12.15496169,5.93,10.398,11059.08337,18618.32316,0.403,,37.40046805,,38.93939394,,24.60840416,21.56492996,32.082,23.27683,55.511,,117,0.589,0.468,250,144,101.544,49.324,40.96,91.28,46.15,91.78,8.510638298,10.76923077,91.4893617,89.23076923,46.189,56.282,74.449,65.148,0,0.524,0.633,10.58020478,8.658008658,2.09861077,2.772080776,19.46,14.19,2410
CAF,Central African Republic,Low,SSA,188,0.338,0.404,49.6347,53.8947,5.387440205,8.040171714,2.06,4.334,1300.800927,966.0586107,5,0.738,0.81,0.284112734,0.359110957,51.5844,56.3035,3.956799984,6.66856003,1.07,3.108,1028.550717,769.842841,0.38511036,0.443253806,47.9643,51.6455,6.825139999,9.393838816,3.11,5.594,1565.889542,1162.317208,0.211,0.24,42.84490705,40.13981348,43.27956989,40.59405941,44.79053116,36.02700043,34.5496,35.19785,49.19459,49.19459,166,0.751,0.672,1230,829,165.343,160.507,3.99,13.94,14.95,31.56,3.529411765,12.85714286,96.47058824,87.14285714,64.052,63.312,79.704,79.486,1,0.332,0.401,1.775147929,0.742574257,0.065271593,0.038906639,3.58,1.57,5633
CAN,Canada,Very High,,15,0.86,0.936,77.4308,82.6565,16.76796913,16.39625931,10.74998669,13.83442722,32265.05693,46807.98619,1,0.983,0.988,0.850575627,0.929499536,80.6209,84.6711,17.24264908,16.89101982,10.58795711,13.91497893,23904.28896,38651.80939,0.865235291,0.941126183,74.2269,80.621,16.31246948,15.91734982,10.93072623,13.74785411,40769.35188,55065.25481,0.831,0.86,8.635155519,7.901529772,8.781558727,8.11965812,4.655466557,4.106589317,3.856,2.521,17.394,17.077,17,0.193,0.069,7,10,27.61,6.978,81.85203807,100,82.41448557,100,21.2345679,34.41860465,78.7654321,65.58139535,58.492,60.801,76.109,69.741,-46,0.616,0.687,28.37209302,26.6025641,16.62982808,14.19693746,35.06,35.05,39042
CHE,Switzerland,Very High,,1,0.851,0.962,77.3849,83.9872,13.42648029,16.50029945,10.53357283,13.85966015,59117.40335,66933.00454,2,0.942,0.967,0.822882521,0.943709307,80.7129,85.8959,12.85356998,16.40518951,9.75533842,13.48301029,41877.38375,54596.87394,0.87336168,0.975611273,73.9562,81.9952,13.98421001,16.5934391,11.35589548,14.24829006,77177.33764,79450.51016,,0.894,,6.89990636,,7.068607069,3.683419466,3.103429079,,2.01457,,15.58172,3,0.124,0.018,9,5,7.556,2.212,61.04409771,96.8586731,73.37091554,97.53341675,20.32520325,39.83739837,79.67479675,60.16260163,56.981,61.728,80.358,72.705,-7,0.682,0.796,19.85898942,17.25571726,6.636656552,3.731913422,32.41,31.14,8790
CHL,Chile,Very High,LAC,42,0.706,0.855,72.574,78.9435,12.75809093,16.73130035,8.387270623,10.9349663,9441.116542,24563.24486,2,0.927,0.967,0.671391909,0.838413012,75.9599,81.4368,12.7121561,16.96546936,8.337210266,10.84131778,4748.400131,17552.92999,0.7240958,0.867267868,69.2695,76.4722,12.80402576,16.50263023,8.43733098,11.04624186,14182.97554,31677.27702,0.669,0.722,17.03942588,14.97303049,17.71217712,15.55555556,6.351671219,4.907827854,13.36599543,11.73821662,31.400611,28.273047,47,0.512,0.187,63,13,68.178,24.082,57.22045781,80.2849261,57.70525754,83.47512015,7.228915663,32.68292683,92.77108434,67.31707317,31.637,44.172,74.819,65.547,27,0.672,0.775,4.815864023,9.356725146,2.477757749,4.24621503,6.49,13.5,19829
CHN,China,High,EAP,79,0.484,0.768,68.0052,78.2107,8.630220413,14.2361149,4.143789768,7.600118446,1468.498847,17504.39969,1,0.873,0.984,0.442273818,0.761168006,70.4239,81.1546,7.389248188,14.77470471,3.420896743,7.33460805,1139.139103,13979.68971,0.506445263,0.773243024,65.7141,75.4634,8.639616895,13.69752509,4.866682793,7.861852212,1785.592014,20882.86637,0.584,0.651,15.1797744,14.77805961,15.48480463,15.234375,9.953667641,5.263178825,11.46872762,11.68,24.11692794,27.391,48,,0.192,95,29,30.986,11.048,28.51492433,78.28194698,43.73214098,85.35439944,,24.94117647,,75.05882353,73.022,61.612,85.033,74.29,-14,0.464,0.648,4.132231405,15.625,2.111385224,7.411735759,5.38,21.96,1412600
CIV,Cote d'Ivoire,Medium,SSA,159,0.427,0.55,52.6026,58.5983,5.553355463,10.67558002,4.585823318,5.199138977,2811.295935,5217.448516,5,0.75,0.887,0.354599299,0.515563727,54.9135,59.9409,4.105814745,10.01710033,3.045420448,4.6767215,1557.882846,3763.003044,0.473069477,0.581439618,50.6087,57.4001,7.018866348,11.33197021,5.321312724,5.712839185,4026.205865,6642.844409,0.292,0.358,38.25445585,34.3359808,38.26638478,34.90909091,37.17165756,30.35745239,43.2,45.60904,34.39171,27.04145,155,0.696,0.613,704,617,164.676,104.968,19.93732065,23.87971266,38.51224814,32.16237494,8,15.58073654,92,84.41926346,47.169,45.92,81.371,64.893,5,0.419,0.54,1.8735363,1.818181818,0.400968496,0.381780097,3.26,3.26,29389
CMR,Cameroon,Medium,SSA,151,0.452,0.576,54.8679,60.3334,8.152429581,13.10859922,3.029385616,6.15131,3262.451152,3620.932408,5,0.841,0.885,0.413439601,0.540217006,56.1697,62.0182,7.664647167,12.42278161,1.878901139,4.81709,2651.955083,2981.385929,0.491726694,0.610395901,53.5461,58.6899,8.640211995,13.79085757,4.434227629,7.50058,3885.650904,4263.787131,,0.393,,31.72993835,,31.77083333,37.67780685,28.48371506,,31.71699,,34.98911,148,0.704,0.565,780,529,168.519,110.378,10.78572698,36.84196776,26.52422619,54.95841188,5.555555556,31.07142857,94.44444444,68.92857143,78.96,70.154,87.719,80.747,9,0.447,0.569,1.10619469,1.215277778,0.221118891,0.259524431,1.99,2.13,24348
COD,Congo (Democratic Republic of the),Low,SSA,179,0.386,0.479,48.6006,59.193,6.211513732,9.817864451,3.984181138,7.018696516,1693.088418,1076.098781,5,0.793,0.885,0.339119035,0.448765594,49.85,61.5207,5.171242272,9.644028442,2.556471419,5.596261446,1460.023424,896.3528837,0.427826109,0.507288188,47.3236,56.9531,7.243083471,10.09291419,5.411890858,8.455105537,1931.451233,1258.657211,0.286,0.341,33.35178361,28.68733521,33.33333333,28.81002088,39.50904083,31.66004562,29.396,26.76947,31.15031,27.63249,151,,0.601,853,473,121.212,108.962,14.45591024,40.27580654,40.33259821,69.11574797,,14.28571429,,85.71428571,71.487,61.209,73.237,69.065,2,0.38,0.473,1.554404145,1.252609603,0.122760811,0.027660353,2.9,2.75,99010
COG,Congo,Medium,SSA,153,0.522,0.571,55.9261,63.5187,11.00813007,12.33081527,4.39,6.166,4373.460798,2889.283521,3,0.864,0.934,0.483825451,0.551580285,57.6463,64.9346,10.11973953,12.2485696,3.12,5.59,3662.3206,2532.152974,0.559818257,0.590449068,54.1471,62.1236,11.89476967,12.41765711,5.8,6.762,5107.613005,3247.26424,0.412,0.432,26.5454081,24.30610437,26.5597148,24.34325744,26.8002243,20.98684311,25.4,20.93222,27.436,30.99925,147,,0.564,662,378,123.676,103.633,21.96,47.98,39.47,51.98,,13.63636364,,86.36363636,65.86,65.062,71.582,67.605,9,0.505,0.564,3.256704981,1.22591944,0.427667576,0.564833429,6.38,1.88,5970
