Name;Timeglobal;Time;Shearstress;Shearrate;Shearstrain;Normalforce;Complexstrain;Frequency;Complexstress;Gprime;Gsecond;Gstar;Torque;Temperature;Gap;Torque (requested)(N m);Angular position (requested)(rad);Angular velocity (requested)(rad/s);Temperature (requested)(°C)
Flow Curve Down Forward (1);1,982E+003;190,1;1,422;0,5000;1,56733E+006;0,1491;;;;;;;2,533E-005;23,01;1,0000;NaN;1,679E+004;0,1065;23,00
Flow Curve Down Forward (1);1,992E+003;200,1;1,292;0,3407;1,56767E+006;0,1499;;;;;;;2,302E-005;23,00;1,0000;NaN;1,679E+004;0,07257;23,00
Flow Curve Down Forward (1);2,002E+003;210,1;1,179;0,2321;1,56790E+006;0,1501;;;;;;;2,100E-005;23,00;1,0000;NaN;1,679E+004;0,04944;23,00
Flow Curve Down Forward (1);2,012E+003;220,1;1,078;0,1581;1,56806E+006;0,1491;;;;;;;1,921E-005;23,01;1,0000;NaN;1,679E+004;0,03369;23,00
Flow Curve Down Forward (1);2,022E+003;230,1;0,9864;0,1077;1,56817E+006;0,1502;;;;;;;1,758E-005;23,00;1,0000;NaN;1,679E+004;0,02295;23,00
Flow Curve Down Forward (1);2,032E+003;240,2;0,9046;0,07339;1,56824E+006;0,1507;;;;;;;1,612E-005;23,00;1,0000;NaN;1,679E+004;0,01564;23,00
Flow Curve Down Forward (1);2,042E+003;250,2;0,8308;0,05000;1,56829E+006;0,1513;;;;;;;1,480E-005;23,00;1,0000;NaN;1,679E+004;0,01065;23,00
Flow Curve Down Forward (1);2,052E+003;260,2;0,7661;0,03407;1,56833E+006;0,1515;;;;;;;1,365E-005;23,00;1,0000;NaN;1,679E+004;7,258E-003;23,00
Flow Curve Down Forward (1);2,062E+003;270,2;0,7109;0,02321;1,56835E+006;0,1511;;;;;;;1,267E-005;23,00;1,0000;NaN;1,679E+004;4,944E-003;23,00
Flow Curve Down Forward (1);2,072E+003;280,2;0,6647;0,01581;1,56837E+006;0,1519;;;;;;;1,184E-005;23,00;1,0000;NaN;1,679E+004;3,369E-003;23,00
Flow Curve Down Forward (1);2,082E+003;290,2;0,6262;0,01078;1,56838E+006;0,1525;;;;;;;1,116E-005;23,00;1,0000;NaN;1,679E+004;2,295E-003;23,00
Flow Curve Down Forward (1);2,092E+003;300,2;0,5955;7,284E-003;1,56838E+006;0,1524;;;;;;;1,061E-005;23,00;1,0000;NaN;1,679E+004;1,564E-003;23,00
Flow Curve Down Forward (1);2,102E+003;310,2;0,5736;4,924E-003;1,56839E+006;0,1528;;;;;;;1,022E-005;23,00;1,0000;NaN;1,679E+004;1,065E-003;23,00
Flow Curve Down Forward (1);2,112E+003;320,2;0,5549;3,365E-003;1,56839E+006;0,1534;;;;;;;9,888E-006;23,00;1,0000;NaN;1,679E+004;7,258E-004;23,00
Flow Curve Down Forward (1);2,122E+003;330,2;0,5391;2,288E-003;1,56840E+006;0,1536;;;;;;;9,607E-006;23,00;1,0000;NaN;1,679E+004;4,944E-004;23,00
Flow Curve Down Forward (1);2,132E+003;340,2;0,5264;1,560E-003;1,56840E+006;0,1544;;;;;;;9,380E-006;23,00;1,0000;NaN;1,679E+004;3,369E-004;23,00
Flow Curve Down Forward (1);2,142E+003;350,2;0,5159;1,060E-003;1,56840E+006;0,1544;;;;;;;9,194E-006;23,00;1,0000;NaN;1,679E+004;2,295E-004;23,00
Flow Curve Down Forward (1);2,152E+003;360,2;0,5132;9,938E-004;1,56840E+006;0,1547;;;;;;;9,144E-006;23,00;1,0000;NaN;1,679E+004;2,131E-004;23,00
